Epoch,Loss,Accuracy,Auc,Auc_roc,Auc_pr,Precision,Recall,F1_score,Hamming_loss,Map,V_loss,V_acc,V_auc,Val_auc_roc,Val_auc_pr,Val_precision,Val_recall,Val_f1_score,Val_hamming_loss,Val_map,LR,Next LR,Monitor,% Improv,Duration
1,0.15294882655143738,0.5702479481697083,0.9293113350868225,0.9293113350868225,0.5811924338340759,0.7887461185455322,0.3775748014450073,0.4682576656341553,0.03286511078476906,0.7256309390068054,0.14315858483314514,0.6124197244644165,0.9458845853805542,0.9458845853805542,0.6954951286315918,0.819776713848114,0.42269736528396606,0.497925341129303,0.03116397000849247,0.7618640661239624,9.999999747378752e-06,9.999999747378752e-06,val_accuracy,0.0,499.4964060783386
2,0.14513206481933594,0.6038389801979065,0.9397792816162109,0.9397792816162109,0.6341071724891663,0.8030303120613098,0.43456321954727173,0.5260620713233948,0.0304347462952137,0.7545691728591919,0.13611219823360443,0.6541755795478821,0.9565426707267761,0.9565426707267761,0.7375277280807495,0.8790849447250366,0.4424342215061188,0.5406756401062012,0.028754975646734238,0.8019275665283203,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,8.585684528515822,433.96425127983093
3,0.13916178047657013,0.6352972388267517,0.946800708770752,0.946800708770752,0.6665565371513367,0.8160898089408875,0.4659939110279083,0.5573984980583191,0.028939899057149887,0.7788107991218567,0.13130570948123932,0.664882242679596,0.9566116333007812,0.9566116333007812,0.7664688229560852,0.8880248665809631,0.46957236528396606,0.573708176612854,0.027416644617915154,0.8191453814506531,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,6.109492282686248,433.6034948825836
4,0.13557355105876923,0.6499599814414978,0.950573742389679,0.950573742389679,0.6879193186759949,0.8245273232460022,0.4904867112636566,0.5805432796478271,0.0278021153062582,0.7923408150672913,0.12675005197525024,0.6862955093383789,0.9629804491996765,0.9629804491996765,0.7839440107345581,0.8865545988082886,0.5205591917037964,0.6104178428649902,0.025390028953552246,0.8315121531486511,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,6.398665340429409,431.49056911468506
5,0.12993478775024414,0.6686217188835144,0.9567531943321228,0.9567531943321228,0.7201102375984192,0.841998279094696,0.5226532220840454,0.6145703792572021,0.026059720665216446,0.8095383644104004,0.12216144800186157,0.7098501324653625,0.9649609327316284,0.9649609327316284,0.7965887784957886,0.8916323781013489,0.5345394611358643,0.6283135414123535,0.02466350421309471,0.847899854183197,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,2.93171288430397,432.15394592285156
6,0.12687398493289948,0.679152250289917,0.9591455459594727,0.9591455459594727,0.7352326512336731,0.8420965671539307,0.5353726744651794,0.6266441345214844,0.025588415563106537,0.8220028877258301,0.12046684324741364,0.7119914293289185,0.9670435786247253,0.9670435786247253,0.8075181245803833,0.8941018581390381,0.5485197305679321,0.6504380702972412,0.02401345781981945,0.8507519364356995,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,3.5212560969408857,432.01771450042725
7,0.12349347770214081,0.6883497834205627,0.9620804190635681,0.9620804190635681,0.7544438242912292,0.8453329205513,0.5578681826591492,0.645806074142456,0.024645809084177017,0.8288806676864624,0.11553647369146347,0.7398287057876587,0.9678570628166199,0.9678570628166199,0.8214455842971802,0.8943396210670471,0.5847039222717285,0.6707428693771362,0.022522177547216415,0.8648152351379395,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,3.1217113522607933,452.76709032058716
8,0.11892639100551605,0.7200746536254883,0.9660836458206177,0.9660836458206177,0.774912416934967,0.8550967574119568,0.5899295806884766,0.6760298013687134,0.023098601028323174,0.8479501008987427,0.11267995834350586,0.7451820373535156,0.9699524641036987,0.9699524641036987,0.8349097967147827,0.9178082346916199,0.6060855388641357,0.7034566402435303,0.020839709788560867,0.873764157295227,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,4.877244673025392,434.7062768936157
9,0.11624797433614731,0.7244734764099121,0.9688220024108887,0.9688220024108887,0.7886226773262024,0.8599098920822144,0.6020182967185974,0.687439501285553,0.022465433925390244,0.8546159863471985,0.10910950601100922,0.7451820373535156,0.974963366985321,0.974963366985321,0.8520730137825012,0.9145299196243286,0.6159539222717285,0.7084231972694397,0.02053380198776722,0.8802657723426819,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,0.7060217704662006,432.84737181663513
10,0.11135353893041611,0.7492668628692627,0.9718981981277466,0.9718981981277466,0.8144164085388184,0.8776999711990356,0.63218754529953,0.7167659997940063,0.020646870136260986,0.8724269866943359,0.10668665915727615,0.7665953040122986,0.978078305721283,0.978078305721283,0.8642653226852417,0.9164648652076721,0.6225329041481018,0.7213845252990723,0.020189661532640457,0.8928690552711487,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.8296024296763524,431.58646273612976
