Epoch,Loss,Accuracy,Auc,Auc_roc,Auc_pr,Precision,Recall,F1_score,Hamming_loss,Map,V_loss,V_acc,V_auc,Val_auc_roc,Val_auc_pr,Val_precision,Val_recall,Val_f1_score,Val_hamming_loss,Val_map,LR,Next LR,Monitor,% Improv,Duration
1,0.15125860273838043,0.5769128203392029,0.9331446290016174,0.9331446290016174,0.6170641779899597,0.7778970003128052,0.4054431915283203,0.5018527507781982,0.03226392716169357,0.736590564250946,0.14308615028858185,0.6177729964256287,0.9487683176994324,0.9487683176994324,0.7029221653938293,0.8459016680717468,0.4243420958518982,0.523603081703186,0.03036097064614296,0.7753127217292786,9.999999747378752e-06,9.999999747378752e-06,val_accuracy,0.0,317.91594791412354
2,0.14439912140369415,0.6134364008903503,0.9413343071937561,0.9413343071937561,0.6593939661979675,0.8003683090209961,0.45684853196144104,0.5498663187026978,0.02975873462855816,0.7653511166572571,0.13638995587825775,0.664882242679596,0.9529114961624146,0.9529114961624146,0.7370587587356567,0.8477011322975159,0.48519736528396606,0.5740469694137573,0.02799021080136299,0.8075844049453735,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,9.633993663002604,264.25832867622375
3,0.13969966769218445,0.6396960616111755,0.9470261335372925,0.9470261335372925,0.6918059587478638,0.808469831943512,0.48764848709106445,0.5780575275421143,0.028435280546545982,0.783526599407196,0.1328577846288681,0.6798714995384216,0.9548245668411255,0.9548245668411255,0.7624126076698303,0.8860569596290588,0.48601973056793213,0.5967626571655273,0.026804836466908455,0.826757550239563,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,3.957113086925327,264.3597719669342
4,0.13631097972393036,0.6556918025016785,0.951433002948761,0.951433002948761,0.7131190896034241,0.8197497725486755,0.5096184015274048,0.6018328070640564,0.0272831991314888,0.7982037663459778,0.13054950535297394,0.6713061928749084,0.9574455618858337,0.9574455618858337,0.7757017016410828,0.875,0.5238487124443054,0.6203645467758179,0.025619450956583023,0.8204443454742432,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,3.9549876867955467,265.78260231018066
5,0.13168899714946747,0.6667555570602417,0.9581917524337769,0.9581917524337769,0.7354325652122498,0.8240426778793335,0.5361084938049316,0.6264521479606628,0.026193011552095413,0.8117744326591492,0.1261582225561142,0.7012848258018494,0.9623275399208069,0.9623275399208069,0.7968645691871643,0.8870748281478882,0.5361841917037964,0.6380263566970825,0.024739982560276985,0.8367952704429626,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,2.847005041319217,264.4067852497101
6,0.12923623621463776,0.6860837340354919,0.9592590928077698,0.9592590928077698,0.7537199854850769,0.8364739418029785,0.5506149530410767,0.6425142288208008,0.025226598605513573,0.8254583477973938,0.12258477509021759,0.7248393893241882,0.9635201096534729,0.9635201096534729,0.8146372437477112,0.9006369709968567,0.5814144611358643,0.677797794342041,0.02244570106267929,0.8558903932571411,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,6.23351014068544,259.8301591873169
7,0.12646955251693726,0.6966142654418945,0.9630655646324158,0.9630655646324158,0.7658218145370483,0.8352264165878296,0.5642804503440857,0.6525179147720337,0.02477433905005455,0.8326615691184998,0.12028014659881592,0.7077087759971619,0.9674299359321594,0.9674299359321594,0.8206290006637573,0.8949320316314697,0.5953947305679321,0.6890060901641846,0.022063322365283966,0.8590928316116333,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.6536341539771149,264.06610107421875
8,0.12333671003580093,0.7111436724662781,0.9648224711418152,0.9648224711418152,0.7810932993888855,0.8504260778427124,0.5875118374824524,0.6760267019271851,0.02336043119430542,0.8472767472267151,0.11766620725393295,0.7194860577583313,0.9712473154067993,0.9712473154067993,0.8322962522506714,0.904411792755127,0.6069079041481018,0.703281581401825,0.021260323002934456,0.8715072870254517,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,2.0718962345076872,264.4449779987335
9,0.12079542130231857,0.7234070897102356,0.9669132232666016,0.9669132232666016,0.7968745827674866,0.8537784814834595,0.6021234393119812,0.6897385120391846,0.022689184173941612,0.8543052673339844,0.11568859219551086,0.7398287057876587,0.9727602005004883,0.9727602005004883,0.8361071348190308,0.9150485396385193,0.6200658082962036,0.7138164043426514,0.020342612639069557,0.8757905960083008,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.497952345037637,261.853796005249
10,0.11773590743541718,0.7316715717315674,0.9712527990341187,0.9712527990341187,0.8119019269943237,0.8638491034507751,0.6209397912025452,0.7074886560440063,0.021599002182483673,0.8645362257957458,0.11425233632326126,0.7430406808853149,0.9696427583694458,0.9696427583694458,0.8435588479042053,0.9029240012168884,0.6348684430122375,0.7192195057868958,0.020151423290371895,0.875410795211792,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,0.7569315318859986,263.2029273509979
11,0.11554163694381714,0.7420687675476074,0.9710992574691772,0.9710992574691772,0.8230194449424744,0.8688147068023682,0.6349206566810608,0.7193703651428223,0.020875390619039536,0.8705505132675171,0.11251109838485718,0.7184154391288757,0.9732257127761841,0.9732257127761841,0.8544994592666626,0.901524007320404,0.6324012875556946,0.7276844382286072,0.020304378122091293,0.8767572045326233,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.1769609102091816,271.5565412044525
12,0.11216538399457932,0.7579312324523926,0.9754481315612793,0.9754481315612793,0.8428438901901245,0.8792447447776794,0.6559445261955261,0.739658534526825,0.019661420956254005,0.8833677172660828,0.10857529938220978,0.7612419724464417,0.9780827760696411,0.9780827760696411,0.8729418516159058,0.9103448390960693,0.6513158082962036,0.7393537759780884,0.019195470958948135,0.8976379036903381,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.6036261236928082,265.03818941116333
13,0.10987541824579239,0.7608637809753418,0.9775169491767883,0.9775169491767883,0.8503413796424866,0.8795098066329956,0.6713970303535461,0.7499387264251709,0.01904730685055256,0.8882049322128296,0.1066228598356247,0.7612419724464417,0.9762493968009949,0.9762493968009949,0.8746026158332825,0.9334836602210999,0.6809210777282715,0.7717577219009399,0.017092382535338402,0.8952060341835022,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,4.382738950644366,264.7428047657013
14,0.10873550921678543,0.7721940875053406,0.9773794412612915,0.9773794412612915,0.8549920916557312,0.8824812769889832,0.6804372668266296,0.7570269107818604,0.01857600547373295,0.8941670060157776,0.10311733931303024,0.7826552391052246,0.9796838760375977,0.9796838760375977,0.888883650302887,0.9332591891288757,0.6899670958518982,0.7785906195640564,0.016710003837943077,0.9118010401725769,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,0.8853682275165498,260.08108043670654
15,0.10482677072286606,0.7825912833213806,0.9803058505058289,0.9803058505058289,0.871810793876648,0.8922622203826904,0.6982024312019348,0.7733373641967773,0.017485814169049263,0.9056645035743713,0.10201654583215714,0.778372585773468,0.9788819551467896,0.9788819551467896,0.8977925181388855,0.9138655662536621,0.7154605388641357,0.7917126417160034,0.016365861520171165,0.9098862409591675,9.999999747378752e-06,9.999999747378752e-06,val_f1_score,1.6853557983133964,266.5313308238983
16,0.10365741699934006,0.7743268609046936,0.9803544282913208,0.9803544282913208,0.8780991435050964,0.8888741731643677,0.7062966227531433,0.7784676551818848,0.01730014756321907,0.9041390419006348,0.09968851506710052,0.799785852432251,0.9796823859214783,0.9796823859214783,0.9050176739692688,0.9295478463172913,0.7269737124443054,0.8030419945716858,0.01525695901364088,0.9218799471855164,9.999999747378752e-06,9.999999747378752e-06,val_loss,2.2820129284584936,265.9931263923645
